AÑO,"SOURCE","TARGET","ESTADO"
"1981","Virginia polytechnic institute and state U.","Escuela Col. de ingenieria julio garavito","cucuta"
"1981","U. Of southern california","U. De los andes","norte "
"1981","The U. Of texas at arlington","U. Industrial de std","cucuta"
"1981","Syracuse U.","U. Javeriana","norte "
"1981","U. Of cincinnati","U. Javeriana","cucuta"
"1981","Suny at buffalo","U. De antioquia","norte "
"1981","Suny stony brook","U. Javeriana","cucuta"
"1981","Suny stony brook","U. Javeriana","norte "
"1981","U. Of rhode island","U. Javeriana","cucuta"
"1981","Suny stony brook","U. Javeriana","norte "
"1981","Northeastern U.","U. Incca de Col.","cucuta"
"1981","Stevens institute of technology","U. Nal de Col.","norte "
"1981","U. Of kentucky","U. Nal de Col.","cucuta"
"1981","Ball state U.","U. Nal de Col.","norte "
"1981","U. Of utah","U. Nal de Col.","cucuta"
"1981","Southern illinois U. Carbondale","U. De pamplona","norte "
"1981","Washington U. In st louis","U. Del quindio","cucuta"
"1981","Ohio U. - main campus","U. De nariño","norte "
"1981","Ohio U. - main campus","U. Del valle","cucuta"
"1981","U. Of illinois at urbana-champaign","U. De los andes","norte "
"1981","U. Of california, san francisco","U. De los andes","cucuta"
"1981","School of the art institute of chicago","U. Nal de Col.","norte "
"1981","Suny stony brook","U. Javeriana","cucuta"
"1981","Suny stony brook","U. Javeriana","norte "
"1981","The new school","U. Del norte","cucuta"
"1981","Washington U. In st louis","U. Industrial de std","norte "
"1982","Northwest missouri state U.","Fundacion U. De bogota - jorge tadeo lozano","cucuta"
"1982","Suny stony brook","Colegio mayor de nuestra señora del rosario","norte "
"1982","Anthropology film center","U. De los andes","cucuta"
"1982","Lesley U.","Medical college of wisconsin","norte "
"1982","American U.","U. De los andes","cucuta"
"1982","U. Of south carolina - columbia","U. Del valle","norte "
"1982","U. Of wyoming","U. Del valle","cucuta"
"1982","U. Of connecticut","U. Pedagogica nal","norte "
"1982","Suny stony brook","Colegio mayor de nuestra señora del rosario","cucuta"
"1982","U. Of minnesota - twin cities","U. De antioquia","norte "
"1982","U. Of illinois at urbana-champaign","U. De los andes","cucuta"
"1982","U. Of illinois at chicago","U. De antioquia","norte "
"1982","U. Of new mexico","U. Pedagogica nal","cucuta"
"1982","Michigan state U.","U. Industrial de std","norte "
"1982","Suny stony brook","U. Javeriana","cucuta"
"1982","Case western reserve U.","U. De los andes","norte "
"1982","Suny stony brook","U. De los andes","cucuta"
"1982","Purdue U.","U. Nal de Col.","norte "
"1982","Virginia polytechnic institute and state U.","U. Nal de Col.","cucuta"
"1982","U. Of california, berkeley","Escuela Col. de ingenieria julio garavito","norte "
"1982","U. Of texas at austin","Escuela Col. de ingenieria julio garavito","cucuta"
"1982","Suny at buffalo","U. De los andes","norte "
"1982","Suny at buffalo","U. De los andes","cucuta"
"1982","U. Of southern california","U. De los andes","norte "
"1982","Louisiana state U. And a&m college","Escuela Col. de ingenieria julio garavito","cucuta"
"1982","U. Of florida","U. Industrial de std","norte "
"1982","Rensselaer polytechnic institute","U. Industrial de std","cucuta"
"1982","Rensselaer polytechnic institute","U. Nal de Col.","norte "
"1982","U. Of south carolina - columbia","U. Del valle","cucuta"
"1982","U. Of toledo","U. Distrital-francisco jose de caldas","norte "
"1982","Drexel U.","U. Nal de Col.","cucuta"
"1982","Suny at buffalo","U. De antioquia","norte "
"1982","U. Of massachusetts amherst","U. Tecnologica de pereira - utp","cucuta"
"1982","Northeastern U.","U. Incca de Col.","norte "
"1982","George washington U., the","U. Nal de Col.","cucuta"
"1982","Suny stony brook","U. De antioquia","norte "
"1982","U. Of delaware","U. Industrial de std","cucuta"
"1982","Rensselaer polytechnic institute","U. Industrial de std","norte "
"1982","U. Of oregon","U. Pedagogica nal","cucuta"
"1982","Michigan state U.","U. Pedagogica nal","norte "
"1982","Ohio U. - main campus","U. De caldas","cucuta"
"1982","Indiana state U.","U. Tecnologica del choco-diego luis cordoba","norte "
"1982","U. Of minnesota - twin cities","U. De antioquia","cucuta"
"1982","Washington U. In st louis","U. De los andes","norte "
"1982","City college of new york of the city U. Of new york, the","U. Del norte","cucuta"
"1982","Georgetown U.","U. Nal de Col.","norte "
"1982","Harvard U.","U. Javeriana","cucuta"
"1982","Northeastern U.","U. De antioquia","norte "
"1982","Ohio state U.","U. Pontificia bolivariana","cucuta"
"1982","Ohio state U.","U. Libre","norte "
"1983","Harvard U.","U. Autonoma de bucaramanga-unab-","cucuta"
"1983","U. Of minnesota - twin cities","U. Nal de Col.","norte "
"1983","Washington U. In st louis","U. De los andes","cucuta"
"1983","U. Of texas at austin","U. De los andes","norte "
"1983","Washington U. In st louis","U. Nal de Col.","cucuta"
"1983","Suny at buffalo","U. De antioquia","norte "
"1983","U. Of arizona","U. Del valle","cucuta"
"1983","U. Of texas at austin","Fundacion U. De bogota - jorge tadeo lozano","norte "
"1983","U. Of alabama at birmingham","U. Pedagogica y tecnologica de Col. - uptc","cucuta"
"1983","U. Of pennsylvania","U. Javeriana","norte "
"1983","The new school","U. De los andes","cucuta"
"1983","U. Of texas at austin","U. Santo tomas","norte "
"1983","New york U.","U. Santo tomas","cucuta"
"1983","Massachusetts institute of technology","U. Del cauca","norte "
"1983","Stanford U.","U. De los andes","cucuta"
"1983","Boston U.","U. De antioquia","norte "
"1983","Indiana U. Bloomington","U. Del valle","cucuta"
"1983","Southern illinois U. Edwardsville","U. Del atlantico","norte "
"1983","Cornell U.","Colegio mayor de nuestra señora del rosario","cucuta"
"1983","Suny stony brook","U. Libre","norte "
"1983","U. Of texas at austin","U. Nal de Col.","cucuta"
"1983","Vanderbilt U.","U. De los andes","norte "
"1983","Suny stony brook","U. Javeriana","cucuta"
"1983","Purdue U.","U. Pedagogica nal","norte "
"1983","Stanford U.","U. De los andes","cucuta"
"1983","Purdue U.","U. Industrial de std","norte "
"1983","Carnegie mellon U.","U. Nal de Col.","cucuta"
"1983","Suny at buffalo","Escuela Col. de ingenieria julio garavito","norte "
"1983","U. Of nebraska - lincoln","U. De cartagena","cucuta"
"1983","Stanford U.","U. De los andes","norte "
"1983","U. Of kansas","U. De los andes","cucuta"
"1983","U. Of kansas","U. Distrital-francisco jose de caldas","norte "
"1983","U. Of michigan - ann arbor","U. De los andes","cucuta"
"1983","Tufts U.","U. De los andes","norte "
"1983","U. Of california, berkeley","U. De los andes","cucuta"
"1983","The U. Of alabama","U. Nal de Col.","norte "
"1983","Case western reserve U.","U. Nal de Col.","cucuta"
"1983","Oregon state U.","U. Nal de Col.","norte "
"1983","U. Of wisconsin - madison","U. De los andes","cucuta"
"1983","U. Of iowa","U. Pedagogica nal","norte "
"1983","U. Of utah","U. De cartagena","cucuta"
"1983","The new school","U. Javeriana","norte "
"1983","Indiana state U.","U. Pedagogica y tecnologica de Col. - uptc","cucuta"
"1983","Virginia polytechnic institute and state U.","U. Nal de Col.","norte "
"1983","U. Of minnesota - twin cities","Colegio mayor de nuestra señora del rosario","cucuta"
"1983","New york U.","U. Javeriana","norte "
"1984","Barry U.","Colegio mayor de nuestra señora del rosario","cucuta"
"1984","Suny stony brook","Colegio mayor de nuestra señora del rosario","norte "
"1984","Boston U.","U. Nal de Col.","cucuta"
"1984","Rochester institute of technology","U. De la salle","norte "
"1984","Boston college","U. Nal de Col.","cucuta"
"1984","U. Of texas at austin","Fundacion U. De bogota - jorge tadeo lozano","norte "
"1984","New mexico state U.","Fundacion U. De bogota - jorge tadeo lozano","cucuta"
"1984","Ohio U. - main campus","Fundacion U. De bogota - jorge tadeo lozano","norte "
"1984","Ohio U. - main campus","U. Javeriana","cucuta"
"1984","Columbia U. In the city of new york","U. De antioquia","norte "
"1984","U. Of illinois at urbana-champaign","U. De los andes","cucuta"
"1984","Columbia U. In the city of new york","U. De los andes","norte "
"1984","Columbia U. In the city of new york","U. Externado de Col.","cucuta"
"1984","Northern kentucky U.","U. Del atlantico","norte "
"1984","U. Of wisconsin - madison","U. Javeriana","cucuta"
"1984","Indiana U. Bloomington","U. Nal de Col.","norte "
"1984","U. Of pittsburgh - main campus","U. Javeriana","cucuta"
"1984","American U.","U. Del atlantico","norte "
"1984","Iowa state U.","U. Nal de Col.","cucuta"
"1984","Louisiana state U. And a&m college","U. Nal de Col.","norte "
"1984","Ohio U. - main campus","U. Industrial de std","cucuta"
"1984","South dakota school of mines and technology","U. Francisco de paula std","norte "
"1984","Ohio state U.","U. De los andes","cucuta"
"1984","American U.","U. Industrial de std","norte "
"1984","Cornell U.","U. De los andes","cucuta"
"1984","Louisiana state U. And a&m college","Escuela Col. de ingenieria julio garavito","norte "
"1984","Northeastern U.","Escuela Col. de ingenieria julio garavito","cucuta"
"1984","Cornell U.","U. Del cauca","norte "
"1984","Rice U.","U. Javeriana","cucuta"
"1984","Rensselaer polytechnic institute","U. Javeriana","norte "
"1984","Boston U.","U. Javeriana","cucuta"
"1984","American U.","U. Industrial de std","norte "
"1984","U. Of minnesota - twin cities","U. De los andes","cucuta"
"1984","Georgia institute of technology - main campus","U. Industrial de std","norte "
"1984","Unknown","U. Del valle","cucuta"
"1984","U. Of arizona","U. Nal de Col.","norte "
"1984","U. Of texas at austin","U. Javeriana","cucuta"
"1984","Suny at buffalo","U. La gran Col.","norte "
"1984","U. Of tulsa","U. Nal de Col.","cucuta"
"1984","Northern illinois U.","U. Nal de Col.","norte "
"1984","U. Of south carolina - columbia","U. Del valle","cucuta"
"1984","Suny stony brook","U. De los andes","norte "
"1984","Boston U.","Fundacion U. De bogota - jorge tadeo lozano","cucuta"
"1984","Loyola U. Of chicago","U. Nal de Col.","norte "
"1984","U. Of washington","U. Nal del perú","cucuta"
"1985","Georgetown U.","U. Del norte","norte "
"1985","U. Of pennsylvania","Corporacion U. Piloto de Col.","cucuta"
"1985","North carolina state U.","U. Javeriana","norte "
"1985","U. Of maryland - college park","U. De los andes","cucuta"
"1985","U. Of mississippi","U. Del cauca","norte "
"1985","U. Of california - los angeles","U. De los andes","cucuta"
"1985","U. Of pittsburgh - main campus","U. Externado de Col.","norte "
"1985","New york U.","U. De los andes","cucuta"
"1985","Western illinois U.","Colegio mayor de nuestra señora del rosario","norte "
"1985","Massachusetts institute of technology","U. Del valle","cucuta"
"1985","U. Of chicago","U. De los andes","norte "
"1985","U. Of california, santa barbara","U. Pedagogica nal","cucuta"
"1985","U. Of northern iowa","U. De pamplona","norte "
"1985","U. Of massachusetts amherst","U. Del valle","cucuta"
"1985","U. Of iowa","U. Nal de Col.","norte "
"1985","Indiana U. Bloomington","U. Pedagogica nal","cucuta"
"1985","Lander U.","U. Javeriana","norte "
"1985","Suny stony brook","U. Pedagogica nal","cucuta"
"1985","Florida state U.","U. Industrial de std","norte "
"1985","North carolina state U.","U. Javeriana","cucuta"
"1985","Wharton college","Escuela Col. de ingenieria julio garavito","norte "
"1985","U. Of minnesota - twin cities","U. De los andes","cucuta"
"1985","Louisiana state U. And a&m college","U. Del cauca","norte "
"1985","Virginia polytechnic institute and state U.","U. Nal de Col.","cucuta"
"1985","Suny stony brook","U. De los andes","norte "
"1985","Syracuse U.","U. Distrital-francisco jose de caldas","cucuta"
"1985","U. Of florida","U. Nal de Col.","norte "
"1985","Temple U.","U. Javeriana","cucuta"
"1985","Suny stony brook","U. De los andes","norte "
"1985","U. Of south carolina - columbia","U. De los andes","cucuta"
"1985","U. Of illinois at chicago","U. Nal de Col.","norte "
"1985","Syracuse U.","U. Del valle","cucuta"
"1985","Suny at buffalo","U. De los andes","norte "
"1985","U. Of kansas","U. De los andes","cucuta"
"1985","U. Of kansas","U. De los andes","norte "
"1985","U. Of south florida","U. De los andes","cucuta"
"1985","Ball state U.","U. Pedagogica nal","norte "
"1985","Ohio state U.","U. Pedagogica nal","cucuta"
"1985","Suny stony brook","U. Pontificia bolivariana","norte "
"1985","U. Of illinois at urbana-champaign","U. Nal de Col.","cucuta"
"1985","U. Of cincinnati","U. Pontificia bolivariana","norte "
"1985","U. Of cincinnati","U. Del valle","cucuta"
"1985","Suny at buffalo","U. De los andes","norte "
"1985","Suny at buffalo","U. Nal de Col.","cucuta"
"1985","Suny college of environmental science and forestry","U. Nal de Col.","norte "
"1986","Oklahoma city U.","Colegio de estudios superiores de administracion-cesa-","cucuta"
"1986","Columbia U. In the city of new york","U. Javeriana","norte "
"1986","U. Of south carolina - columbia","U. De los andes","cucuta"
"1986","Western michigan U.","U. Nal de Col.","norte "
"1986","Colorado state U.","Iowa state U.","cucuta"
"1986","Washington U. In st louis","U. Del cauca","norte "
"1986","Temple U.","U. Del cauca","cucuta"
"1986","U. Of louisville","U. De los andes","norte "
"1986","Ohio U. - main campus","U. Pedagogica nal","cucuta"
"1986","Georgetown U.","U. De los andes","norte "
"1986","Harvard U.","U. De los andes","cucuta"
"1986","U. Of pittsburgh - main campus","U. Externado de Col.","norte "
"1986","Cornell U.","U. Javeriana","cucuta"
"1986","Duke U.","U. Javeriana","norte "
"1986","American U.","U. Pontificia bolivariana","cucuta"
"1986","U. Of connecticut","U. De cartagena","norte "
"1986","Boston U.","U. De los andes","cucuta"
"1986","American U.","U. De los andes","norte "
"1986","Tufts U.","U. De los andes","cucuta"
"1986","U. Of notre dame","U. De los andes","norte "
"1986","Suny at buffalo","U. De antioquia","cucuta"
"1986","Florida state U.","U. Javeriana","norte "
"1986","Miami U.","U. De pamplona","cucuta"
"1986","Overland high school","U. Santo tomas","norte "
"1986","Suny at buffalo","U. Javeriana","cucuta"
"1986","U. Of nevada - reno","U. Del valle","norte "
"1986","U. Of wyoming","U. Del valle","cucuta"
"1986","U. Of texas at austin","U. Nal de Col.","norte "
"1986","Utah state U.","U. Nal de Col.","cucuta"
"1986","Marquette U.","U. De los andes","norte "
"1986","U. Of michigan - ann arbor","U. Del cauca","cucuta"
"1986","Southern illinois U. Carbondale","U. Eafit-","norte "
"1986","U. Of california, berkeley","U. De los andes","cucuta"
"1986","U. Of louisville","U. Autonoma latinoamericana-unaula-","norte "
"1986","Michigan state U.","U. Javeriana","cucuta"
"1986","Virginia polytechnic institute and state U.","U. Industrial de std","norte "
"1986","Rensselaer polytechnic institute","U. De los andes","cucuta"
"1986","Omak high school","U. Pedagogica nal","norte "
"1986","Ohio U. - main campus","U. De nariño","cucuta"
"1986","Suny at albany","U. Del valle","norte "
"1986","New ulm senior high school","U. Javeriana","cucuta"
"1986","Sacramento country day school","U. Del valle","norte "
"1986","Torrey pines high school","U. Del valle","cucuta"
"1986","U. Of illinois at chicago","U. Pontificia bolivariana","norte "
"1986","Boston U.","U. De la sabana","cucuta"
"1986","U. Of texas at austin","U. Del valle","norte "
"1986","U. Of florida","U. Del valle","cucuta"
"1986","Indiana state U.","U. Tecnologica de pereira - utp","norte "
"1986","Southern illinois U. Carbondale","U. Javeriana","cucuta"
"1986","Temple U.","U. Nal de Col.","norte "
"1986","Ohio state U.","U. Pedagogica nal","cucuta"
"1987","Columbia U. In the city of new york","U. Nal de Col.","norte "
"1987","U. Of texas at austin","U. Nal de Col.","cucuta"
"1987","The new school","U. De antioquia","norte "
"1987","U. Of massachusetts amherst","U. Industrial de std","cucuta"
"1987","Ohio U. - main campus","U. Del valle","norte "
"1987","New york U.","U. Javeriana","cucuta"
"1987","Harvard U.","Colegio mayor de nuestra señora del rosario","norte "
"1987","Johns hopkins U.","Colegio mayor de nuestra señora del rosario","cucuta"
"1987","Indiana U. Bloomington","Colegio mayor de nuestra señora del rosario","norte "
"1987","U. Of pennsylvania","U. Autonoma de bucaramanga-unab-","cucuta"
"1987","The new school","U. De los andes","norte "
"1987","Northern illinois U.","U. De antioquia","cucuta"
"1987","Overland high school","U. De antioquia","norte "
"1987","Southern illinois U. Carbondale","U. Javeriana","cucuta"
"1987","Ohio U. - main campus","La sorbona, paris","norte "
"1987","Suny at buffalo","Colegio mayor de nuestra señora del rosario","cucuta"
"1987","U. Of iowa","U. De caldas","norte "
"1987","George washington U., the","U. De los andes","cucuta"
"1987","Suny stony brook","U. De los andes","norte "
"1987","U. Of north carolina at chapel hill","U. Nal de Col.","cucuta"
"1987","Suny at buffalo","U. De caldas","norte "
"1987","Cornell U.","U. Nal de Col.","cucuta"
"1987","U. Of california, berkeley","U. Nal de Col.","norte "
"1987","Iona college","U. Industrial de std","cucuta"
"1987","Saint michaels college","U. Pedagogica nal","norte "
"1987","Northern arizona U.","U. Pedagogica nal","cucuta"
"1987","Southern illinois U. Carbondale","U. Industrial de std","norte "
"1987","U. Of kansas","U. Del valle","cucuta"
"1987","Boston U.","U. Del norte","norte "
"1987","Massachusetts institute of technology","U. Santo tomas","cucuta"
"1987","U. Of iowa","U. Tecnologica de pereira - utp","norte "
"1988","Suny at binghamton","U. Nal de Col.","cucuta"
"1988","Harvard U.","U. De los andes","norte "
"1988","U. Of illinois at urbana-champaign","U. Nal de Col.","cucuta"
"1988","U. Of pennsylvania","U. De los andes","norte "
"1988","Ohio U. - main campus","U. Externado de Col.","cucuta"
"1988","U. Of iowa","Fundacion U. De bogota - jorge tadeo lozano","norte "
"1988","U. Of southern california","U. Javeriana","cucuta"
"1988","School of the art institute of chicago","U. Pontificia bolivariana","norte "
"1988","Ohio U. - main campus","U. Santo tomas","cucuta"
"1988","Johns hopkins U.","U. De los andes","norte "
"1988","Yale U.","U. De los andes","cucuta"
"1988","Yale U.","U. De los andes","norte "
"1988","Southern illinois U. Carbondale","U. Del quindio","cucuta"
"1988","Averill park high school","U. Pontificia bolivariana","norte "
"1988","Southern illinois U. Carbondale","U. De caldas","cucuta"
"1988","Suny at binghamton","U. De antioquia","norte "
"1988","Garber high school","U. Industrial de std","cucuta"
"1988","Maryland institute college of art","U. De los andes","norte "
"1988","Cornell U.","U. De los andes","cucuta"
"1988","Suny at buffalo","U. De los andes","norte "
"1988","Various","U. De los andes","cucuta"
"1988","U. Of illinois at urbana-champaign","U. Del valle","norte "
"1988","U. Of utah","U. Del atlantico","cucuta"
"1988","Southern illinois U. Carbondale","U. Pontificia bolivariana","norte "
"1988","Northern arizona U.","U. Industrial de std","cucuta"
"1988","Southern illinois U. Carbondale","U. Industrial de std","norte "
"1988","Colorado school of mines","U. Industrial de std","cucuta"
"1988","U. Of virginia","U. Industrial de std","norte "
"1988","Southern illinois U. Carbondale","U. Del valle","cucuta"
"1988","U. Of minnesota - twin cities","U. De los andes","norte "
"1988","U. Of northern iowa","U. De nariño","cucuta"
"1988","Mountain view high school vancouver","U. Nal de Col.","norte "
"1988","Southern illinois U. Carbondale","U. Nal de Col.","cucuta"
"1988","Suny stony brook","U. De nariño","norte "
"1988","U. Of oregon","U. De caldas","cucuta"
"1988","U. Of texas at austin","U. De nariño","norte "
"1988","Johns hopkins U.","U. De antioquia","cucuta"
"1988","Johns hopkins U.","U. Nal de Col.","norte "
"1988","Columbia U. In the city of new york","U. De los andes","cucuta"
"1988","U. Of hawaii at manoa","U. De los andes","norte "
"1988","Ohio U. - main campus","U. De manizales","cucuta"
"1988","The U. Of tennessee - knoxville","U. De cartagena","norte "
"1989","U. Of pittsburgh - main campus","U. Del cauca","cucuta"
"1989","U. Of cincinnati","U. De los andes","norte "
"1989","Suny at buffalo","U. Santo tomas","cucuta"
"1989","School of the art institute of chicago","U. De los andes","norte "
"1989","Tulane U.","U. Javeriana","cucuta"
"1989","Harvard U.","U. Javeriana","norte "
"1989","Harvard U.","U. De los andes","cucuta"
"1989","Temple U.","U. Pontificia bolivariana","norte "
"1989","Kansas state U.","U. De san buenaventura","cucuta"
"1989","Johns hopkins U.","U. De los andes","norte "
"1989","Suny at albany","U. Industrial de std","cucuta"
"1989","Ohio U. - main campus","U. De los andes","norte "
"1989","U. Of wyoming","U. Nal de Col.","cucuta"
"1989","Columbia U. In the city of new york","U. De los andes","norte "
"1989","Southern illinois U. Carbondale","U. Industrial de std","cucuta"
"1989","Western kentucky U.","U. Nal de Col.","norte "
"1989","West chester U. Of pennsylvania","U. De pamplona","cucuta"
"1989","Villanova U.","U. Nal de Col.","norte "
"1989","Suny at buffalo","Escuela Col. de ingenieria julio garavito","cucuta"
"1989","Harvard U.","U. De los andes","norte "
"1989","Western illinois U.","U. Nal de Col.","cucuta"
"1989","U. Of notre dame","U. Del valle","norte "
"1989","U. Of notre dame","U. Pontificia bolivariana","cucuta"
"1989","Big rapids high school","U. De la salle","norte "
"1989","West chester U. Of pennsylvania","U. Del atlantico","cucuta"
"1989","West chester U. Of pennsylvania","U. Del valle","norte "
"1989","Oak ridge high school","U. Pedagogica nal","cucuta"
"1989","Hampton bays junior-senior high school","U. De caldas","norte "
"1989","U. Of southern california","U. Nal de Col.","cucuta"
"1989","Boston U.","U. De los andes","norte "
"1989","Stanford U.","U. Javeriana","cucuta"
"1989","West chester U. Of pennsylvania","U. De san buenaventura","norte "
"1989","U. Of texas at austin","U. Nal de Col.","cucuta"
"1990","Northwestern U.","U. Eafit-","norte "
"1990","Suny college of environmental science and forestry","U. Pedagogica y tecnologica de Col. - uptc","cucuta"
"1990","Columbia U. In the city of new york","U. De los andes","norte "
"1990","U. Of kansas","U. Javeriana","cucuta"
"1990","George washington U., the","U. Javeriana","norte "
"1990","The new school","U. De los andes","cucuta"
"1990","U. Of illinois at urbana-champaign","U. Externado de Col.","norte "
"1990","Cornell U.","U. De los andes","cucuta"
"1990","Yale U.","U. De los andes","norte "
"1990","California state U. - fresno","U. Libre","cucuta"
"1990","Riverside U. High school","U. Libre","norte "
"1990","Boston college","U. Nal. De Col.","cucuta"
"1990","Arizona state U.","U. Incca de Col.","norte "
"1990","Charlotte meckmenberg district school","U. De los andes","cucuta"
"1990","Southern illinois U. Carbondale","U. Industrial de std","norte "
"1990","U. Of missouri - columbia","U. Javeriana","cucuta"
"1990","U. Of iowa","U. De los andes","norte "
"1990","Suny at binghamton","U. Javeriana","cucuta"
"1990","Northern arizona U.","U. Industrial de std","norte "
"1990","Leesville high school","U. Javeriana","cucuta"
"1990","Northern arizona U.","U. Del valle","norte "
"1990","U. Of utah","U. De nariño","cucuta"
"1990","U. Of louisville","U. Del cauca","norte "
"1990","Tulane U.","U. Javeriana","cucuta"
"1990","U. Of south florida","U. Del norte","norte "
"1990","Johns hopkins U.","U. De san buenaventura","cucuta"
"1990","U. Of maryland - college park","U. Nal. De Col.","norte "
"1990","Boston college","U. Pontificia bolivariana","cucuta"
"1991","U. Of illinois at urbana-champaign","U. Nal. De Col.","norte "
"1991","Suny college of environmental science and forestry","U. Autonoma del caribe- uniautonoma","cucuta"
"1991","School of visual arts","Fundacion U. De bogota - jorge tadeo lozano","norte "
"1991","U. Of florida","U. Javeriana","cucuta"
"1991","U. Of arizona","U. De los andes","norte "
"1991","Suny stony brook","U. De los andes","cucuta"
"1991","Jefferson county open school","U. Pedagogica nal.","norte "
"1991","Boston U.","Fundacion U. De bogota - jorge tadeo lozano","cucuta"
"1991","Harvard U.","Colegio mayor de nuestra señora del rosario","norte "
"1991","Ohio U. - main campus","U. Del norte","cucuta"
"1991","U. Of california, berkeley","U. Pedagogica nal.","norte "
"1991","Pembroke academy","U. Nal. De Col.","cucuta"
"1991","Louisiana state U. And a&m college","U. De cartagena","norte "
"1991","Purdue U.","U. Del cauca","cucuta"
"1991","Texas a&m U.","U. Nal. De Col.","norte "
"1991","Pennsylvania state U.","U. De los andes","cucuta"
"1991","U. Of massachusetts amherst","U. Javeriana","norte "
"1991","South lakes high school","U. Pedagogica nal.","cucuta"
"1991","Northern arizona U.","U. De la salle","norte "
"1991","Southern illinois U. Carbondale","U. De caldas","cucuta"
"1991","U. Of hawaii at manoa","U. Pontificia bolivariana","norte "
"1991","Berklee college of music","U. Pedagogica nal.","cucuta"
"1991","Lehigh U.","U. De los andes","norte "
"1991","The new school","U. De los andes","cucuta"
